"point_id";"hour_of_day";"yearly_hour_traffic";"yearly_traffic";"hourly_factor"
"06966V971804";10;225596;4314159;0,052291999437202
"06966V971804";11;269163;4314159;0,0623906073002873
"06966V971804";12;290173;4314159;0,0672606178863598
"06966V971804";13;313419;4314159;0,0726489218408501
"06966V971804";14;349092;4314159;0,080917740862124
"06966V971804";15;408774;4314159;0,0947517233370397
"06966V971804";16;373699;4314159;0,0866215176584822
"06966V971804";17;307507;4314159;0,0712785504660352
"06966V971804";18;263056;4314159;0,0609750359224127
"06966V971804";19;214247;4314159;0,0496613592591279
"06966V971804";20;163896;4314159;0,0379902548793403
"06966V971804";21;119558;4314159;0,0277129331580037
"06966V971804";22;87757;4314159;0,020341623941074
"06966V971804";23;48544;4314159;0,0112522510181011
"07152V705268";0;21258;3550397;0,00598749942612052
"07152V705268";1;13030;3550397;0,00367001211413822
"07152V705268";2;9163;3550397;0,00258083814288937
"07152V705268";3;7173;3550397;0,00202033744395345
"07152V705268";4;8535;3550397;0,00240395651528547
"07152V705268";5;39749;3550397;0,0111956493879417
"07152V705268";6;171975;3550397;0,0484382450751282
"07152V705268";7;219918;3550397;0,061941805381201
"07152V705268";8;182415;3550397;0,0513787613047217
"07152V705268";9;162293;3550397;0,0457112260966872
"07152V705268";10;183273;3550397;0,0516204244201423
"07152V705268";11;210290;3550397;0,0592299959694648
"07152V705268";12;224016;3550397;0,0630960424989093
"07152V705268";13;245357;3550397;0,0691069195923723
"07152V705268";14;280309;3550397;0,0789514524713715
"07152V705268";15;383162;3550397;0,107920888847078
"07152V705268";16;300785;3550397;0,0847186948389152
"07152V705268";17;227562;3550397;0,0640948040458574
"07152V705268";18;185298;3550397;0,0521907831715721
"07152V705268";19;155872;3550397;0,0439026959520302
"07152V705268";20;119923;3550397;0,0337773494062777
"07152V705268";21;96292;3550397;0,0271214740210743
"07152V705268";22;67219;3550397;0,0189328123023989
"07152V705268";23;35530;3550397;0,010007331574469
"07608V384566";0;11463;1462337;0,00783882237815223
"07608V384566";1;7525;1462337;0,00514587266820165
"07608V384566";2;6624;1462337;0,00452973562181631
"07608V384566";3;4162;1462337;0,00284612917542263
"07608V384566";4;2875;1462337;0,00196603108585777
"07608V384566";5;4930;1462337;0,00337131591418394
"07608V384566";6;13400;1462337;0,0091634144523458
"07608V384566";7;71716;1462337;0,0490420470794352
"07608V384566";8;85334;1462337;0,0583545379758565
"07608V384566";9;61016;1462337;0,0417249922555471
"07608V384566";10;69250;1462337;0,0473557052854438
"07608V384566";11;84006;1462337;0,057446402573415
"07608V384566";12;90157;1462337;0,0616526833418015
"07608V384566";13;95726;1462337;0,0654609710347205
"07608V384566";14;115323;1462337;0,0788621227528265
"07608V384566";15;156722;1462337;0,107172286552279
"07608V384566";16;127261;1462337;0,0870257676582074
"07608V384566";17;100003;1462337;0,0683857414535774
"07608V384566";18;95691;1462337;0,0654370367432404
"07608V384566";19;83307;1462337;0,0569684005807143
"07608V384566";20;70905;1462337;0,0484874553539984
"07608V384566";21;45899;1462337;0,0313874298468821
"07608V384566";22;38389;1462337;0,0262518147321719
"07608V384566";23;20653;1462337;0,0141232834839028
"08776V1175849";0;13461;2226424;0,0060460181888086
"08776V1175849";1;8630;2226424;0,00387617093599422
"08776V1175849";2;6115;2226424;0,00274655681038293
"08776V1175849";3;4656;2226424;0,00209124587230465
"08776V1175849";4;6249;2226424;0,00280674301031609
"08776V1175849";5;15137;2226424;0,00679879483871895
"08776V1175849";6;68898;2226424;0,0309455880820545
"08776V1175849";7;126585;2226424;0,0568557471532826
"08776V1175849";8;105118;2226424;0,0472138280938402
"08776V1175849";9;94191;2226424;0,0423059578948125
"08776V1175849";10;117286;2226424;0,0526790943683683
"08776V1175849";11;148805;2226424;0,0668358767242897
"08776V1175849";12;163121;2226424;0,0732659188007316
"08776V1175849";13;172778;2226424;0,0776033675526315
"08776V1175849";14;184242;2226424;0,0827524317021376
"08776V1175849";15;220232;2226424;0,0989173670423962
"08776V1175849";16;195877;2226424;0,0879783006291704
"08776V1175849";17;155157;2226424;0,0696888822614201
"08776V1175849";18;123287;2226424;0,0553744479937334
"08776V1175849";19;95504;2226424;0,0428956928240084
"08776V1175849";20;76959;2226424;0,0345661922437056
"08776V1175849";21;58373;2226424;0,0262182764828263
"08776V1175849";22;41513;2226424;0,0186455949091458
"08776V1175849";23;24250;2226424;0,01089190558492
"09047V805597";0;6871;1482971;0,00463326659793078
"09047V805597";1;4849;1482971;0,00326978747392903
"09047V805597";2;8832;1482971;0,00595561207872575
"09047V805597";3;5012;1482971;0,0033797019631537
"09047V805597";4;4639;1482971;0,00312817984977454
"09047V805597";5;7543;1482971;0,00508641099522513
"09047V805597";6;28631;1482971;0,0193065137484145
"09047V805597";7;44083;1482971;0,0297261375981054
"09047V805597";8;52407;1482971;0,0353391940907813
"09047V805597";9;68455;1482971;0,046160713864263
"09047V805597";10;87946;1482971;0,0593039243518585
"09047V805597";11;97827;1482971;0,0659669002293369
"09047V805597";12;105729;1482971;0,0712953928296642
"09047V805597";13;112287;1482971;0,0757175966354029
"09047V805597";14;121181;1482971;0,0817150166793552
"09047V805597";15;140713;1482971;0,0948858743697618
"09047V805597";16;139023;1482971;0,0937462701563281
"09047V805597";17;119831;1482971;0,0808046819526478
"09047V805597";18;106283;1482971;0,0716689672286242
"09047V805597";19;86580;1482971;0,0583828004728346
"09047V805597";20;55336;1482971;0,0373142832867264
"09047V805597";21;38696;1482971;0,026093564877533
"09047V805597";22;25147;1482971;0,0169571758314896
"09047V805597";23;15070;1482971;0,0101620328381337
"09389V443429";0;17453;3236859;0,00539195559645941
"09389V443429";1;11675;3236859;0,00360689174289025
"09389V443429";2;8187;3236859;0,00252930387143833
"09389V443429";3;8252;3236859;0,00254938506743729
"09389V443429";4;10252;3236859;0,00316726802125147
"09389V443429";5;46316;3236859;0,0143089334444287
"09389V443429";6;127835;3236859;0,0394935337004176
"09389V443429";7;163621;3236859;0,0505493133930146
"09389V443429";8;169114;3236859;0,0522463289256653
"09389V443429";9;164274;3236859;0,050751052177435
"09389V443429";10;170357;3236859;0,0526303431814608
"09389V443429";11;188735;3236859;0,0583080696440593
"09389V443429";12;203731;3236859;0,0629409560317579
"09389V443429";13;219341;3236859;0,0677635324862776
"09389V443429";14;249814;3236859;0,0771779061120673
"09389V443429";15;295280;3236859;0,0912242393011249
"09389V443429";16;301173;3236859;0,0930448314245384
"09389V443429";17;256118;3236859;0,0791254731824896
"09389V443429";18;200679;3236859;0,0619980666442375
"09389V443429";19;149325;3236859;0,0461326860391509
"09389V443429";20;115702;3236859;0,0357451467611039
"09389V443429";21;85874;3236859;0,0265300403879193
"09389V443429";22;46282;3236859;0,0142984294342138
"09389V443429";23;27469;3236859;0,0084863134291608
"10537V1125836";0;2467;369001;0,0066856187381606
"10537V1125836";1;1506;369001;0,0040812897526023
"10537V1125836";2;1248;369001;0,00338210465554294
"10537V1125836";3;1172;369001;0,00317614315408359
"10537V1125836";4;1755;369001;0,00475608467185726
"10537V1125836";5;4898;369001;0,0132736767651036
"10537V1125836";6;13320;369001;0,0360974631505064
"10537V1125836";7;26183;369001;0,0709564472725006
"10537V1125836";8;16338;369001;0,0442763027742472
"10537V1125836";9;15785;369001;0,0427776618491549
"10537V1125836";10;19491;369001;0,052820995065054
"10537V1125836";11;20825;369001;0,0564361614196167
