trp,"speed_range",Count
02152V319799,"from:0,to:15",1
02152V319799,"from:15,to:300",5462
91162V705322,"from:0,to:15",21
91162V705322,"from:15,to:300",5442
58420V805630,"from:0,to:15",5
58420V805630,"from:15,to:300",5424
46802V320601,"from:0,to:15",14
46802V320601,"from:15,to:300",5412
97853V384482,"from:0,to:15",0
97853V384482,"from:15,to:300",5424
17902V971414,"from:0,to:15",0
17902V971414,"from:15,to:300",5412
20000V2499814,"from:0,to:15",1
20000V2499814,"from:15,to:300",5406
09333V930400,"from:0,to:15",5
09333V930400,"from:15,to:300",5392
96770V22167,"from:0,to:15",2
96770V22167,"from:15,to:300",5378
02924V625304,"from:0,to:15",1
02924V625304,"from:15,to:300",5351
29130V704730,"from:0,to:15",19
29130V704730,"from:15,to:300",5333
74706V578650,"from:0,to:15",6
74706V578650,"from:15,to:300",5288
60195V930629,"from:0,to:15",2
60195V930629,"from:15,to:300",5281
03102V885959,"from:0,to:15",0
03102V885959,"from:15,to:300",5262
65984V885978,"from:0,to:15",2
65984V885978,"from:15,to:300",5240
42965V2045242,"from:0,to:15",0
42965V2045242,"from:15,to:300",5235
22478V1814807,"from:0,to:15",0
22478V1814807,"from:15,to:300",5231
83708V384493,"from:0,to:15",0
83708V384493,"from:15,to:300",5227
52148V1797330,"from:0,to:15",1
52148V1797330,"from:15,to:300",5201
49713V885513,"from:0,to:15",1
49713V885513,"from:15,to:300",5194
46503V22163,"from:0,to:15",2
46503V22163,"from:15,to:300",5173
25719V1763349,"from:0,to:15",11
25719V1763349,"from:15,to:300",5157
97086V1688134,"from:0,to:15",12
97086V1688134,"from:15,to:300",5110
81328V704931,"from:0,to:15",31
81328V704931,"from:15,to:300",5053
79417V249636,"from:0,to:15",19
79417V249636,"from:15,to:300",5043
09648V249643,"from:0,to:15",0
09648V249643,"from:15,to:300",5034
32695V249540,"from:0,to:15",0
32695V249540,"from:15,to:300",5026
01436V705040,"from:0,to:15",9
01436V705040,"from:15,to:300",5016
22397V971812,"from:0,to:15",17
22397V971812,"from:15,to:300",5008
09259V704963,"from:0,to:15",2
09259V704963,"from:15,to:300",4990
18687V249109,"from:0,to:15",7
18687V249109,"from:15,to:300",4985
19639V885215,"from:0,to:15",77
19639V885215,"from:15,to:300",4863
94231V705137,"from:0,to:15",36
94231V705137,"from:15,to:300",4902
43574V249669,"from:0,to:15",1
43574V249669,"from:15,to:300",4913
98609V885926,"from:0,to:15",0
98609V885926,"from:15,to:300",4909
21087V704776,"from:0,to:15",20
21087V704776,"from:15,to:300",4841
00545V1175549,"from:0,to:15",2
00545V1175549,"from:15,to:300",4829
90101V930271,"from:0,to:15",2
90101V930271,"from:15,to:300",4799
72111V2038086,"from:0,to:15",0
72111V2038086,"from:15,to:300",4778
06956V705308,"from:0,to:15",6
06956V705308,"from:15,to:300",4726
22810V1126313,"from:0,to:15",4
22810V1126313,"from:15,to:300",4712
53155V1665289,"from:0,to:15",1
53155V1665289,"from:15,to:300",4697
97552V521203,"from:0,to:15",4
97552V521203,"from:15,to:300",4691
74178V248944,"from:0,to:15",0
74178V248944,"from:15,to:300",4682
48950V704785,"from:0,to:15",2
48950V704785,"from:15,to:300",4676
33619V22183,"from:0,to:15",0
33619V22183,"from:15,to:300",4670
69762V521444,"from:0,to:15",11
69762V521444,"from:15,to:300",4626
31276V705334,"from:0,to:15",0
31276V705334,"from:15,to:300",4634
02754V2813475,"from:0,to:15",0
02754V2813475,"from:15,to:300",4628
89244V705244,"from:0,to:15",2
89244V705244,"from:15,to:300",4619
92394V885954,"from:0,to:15",7
92394V885954,"from:15,to:300",4611
72222V2055160,"from:0,to:15",7
72222V2055160,"from:15,to:300",4597
16211V2390266,"from:0,to:15",3
16211V2390266,"from:15,to:300",4589
49842V521440,"from:0,to:15",0
49842V521440,"from:15,to:300",4577
53450V704692,"from:0,to:15",4
53450V704692,"from:15,to:300",4569
31525V705258,"from:0,to:15",0
31525V705258,"from:15,to:300",4562
50903V249536,"from:0,to:15",5
50903V249536,"from:15,to:300",4546
89130V805017,"from:0,to:15",175
89130V805017,"from:15,to:300",4363
99160V930279,"from:0,to:15",1
99160V930279,"from:15,to:300",4523
01674V121448,"from:0,to:15",11
01674V121448,"from:15,to:300",4505
41770V249626,"from:0,to:15",0
41770V249626,"from:15,to:300",4516
07983V1059998,"from:0,to:15",0
07983V1059998,"from:15,to:300",4512
40186V2490870,"from:0,to:15",0
40186V2490870,"from:15,to:300",4494
87935V704658,"from:0,to:15",27
87935V704658,"from:15,to:300",4452
48199V1060442,"from:0,to:15",14
48199V1060442,"from:15,to:300",4452
57544V930596,"from:0,to:15",162
57544V930596,"from:15,to:300",4297
48434V704718,"from:0,to:15",1
48434V704718,"from:15,to:300",4456
93341V248912,"from:0,to:15",0
93341V248912,"from:15,to:300",4440
97843V1060647,"from:0,to:15",0
97843V1060647,"from:15,to:300",4438
01559V249583,"from:0,to:15",1
01559V249583,"from:15,to:300",4414
84237V578097,"from:0,to:15",7
84237V578097,"from:15,to:300",4401
46288V1060102,"from:0,to:15",0
46288V1060102,"from:15,to:300",4362
46507V886012,"from:0,to:15",1
46507V886012,"from:15,to:300",4317
17188V930317,"from:0,to:15",4
17188V930317,"from:15,to:300",4312
74694V249534,"from:0,to:15",213
74694V249534,"from:15,to:300",4100
61723V2435179,"from:0,to:15",0
61723V2435179,"from:15,to:300",4291
64438V2370744,"from:0,to:15",41
64438V2370744,"from:15,to:300",4236
59773V885809,"from:0,to:15",0
59773V885809,"from:15,to:300",4252
65635V249639,"from:0,to:15",5
65635V249639,"from:15,to:300",4226
67127V885933,"from:0,to:15",0
67127V885933,"from:15,to:300",4223
54075V22179,"from:0,to:15",1
54075V22179,"from:15,to:300",4209
24168V704792,"from:0,to:15",3
24168V704792,"from:15,to:300",4202
45892V886032,"from:0,to:15",2
45892V886032,"from:15,to:300",4183
21530V249641,"from:0,to:15",2
21530V249641,"from:15,to:300",4171
49929V1728794,"from:0,to:15",43
49929V1728794,"from:15,to:300",4130
02406V249598,"from:0,to:15",3
02406V249598,"from:15,to:300",4168
24362V72144,"from:0,to:15",7
24362V72144,"from:15,to:300",4163
60468V1060180,"from:0,to:15",0
60468V1060180,"from:15,to:300",4159
30219V705067,"from:0,to:15",11
30219V705067,"from:15,to:300",4136
87113V249341,"from:0,to:15",0
87113V249341,"from:15,to:300",4147
82774V705237,"from:0,to:15",3
82774V705237,"from:15,to:300",4140
17549V578615,"from:0,to:15",1
17549V578615,"from:15,to:300",4137
40541V72295,"from:0,to:15",26
40541V72295,"from:15,to:300",4096
89961V249559,"from:0,to:15",1
89961V249559,"from:15,to:300",4109
30698V705046,"from:0,to:15",0
30698V705046,"from:15,to:300",4103
93763V320622,"from:0,to:15",0
93763V320622,"from:15,to:300",4078
21527V705332,"from:0,to:15",5
21527V705332,"from:15,to:300",4065
98894V804997,"from:0,to:15",1
98894V804997,"from:15,to:300",4062
10537V1125836,"from:0,to:15",2
10537V1125836,"from:15,to:300",4020
07954V1125849,"from:0,to:15",4
07954V1125849,"from:15,to:300",4012
05550V705344,"from:0,to:15",5
05550V705344,"from:15,to:300",3998
36770V805667,"from:0,to:15",9
36770V805667,"from:15,to:300",3957
22500V805651,"from:0,to:15",4
22500V805651,"from:15,to:300",3961
37931V249569,"from:0,to:15",4
37931V249569,"from:15,to:300",3939
84803V886013,"from:0,to:15",8
84803V886013,"from:15,to:300",3917
99525V384515,"from:0,to:15",6
99525V384515,"from:15,to:300",3912
41117V704957,"from:0,to:15",5
41117V704957,"from:15,to:300",3892
74937V180956,"from:0,to:15",32
74937V180956,"from:15,to:300",3850
24290V885934,"from:0,to:15",5
24290V885934,"from:15,to:300",3870
09716V705339,"from:0,to:15",3
09716V705339,"from:15,to:300",3862
77347V930245,"from:0,to:15",6
77347V930245,"from:15,to:300",3838
34985V971851,"from:0,to:15",6
34985V971851,"from:15,to:300",3828
94574V705018,"from:0,to:15",8
94574V705018,"from:15,to:300",3808
10204V121460,"from:0,to:15",3
10204V121460,"from:15,to:300",3798
29015V885202,"from:0,to:15",48
29015V885202,"from:15,to:300",3738
34232V2482021,"from:0,to:15",0
34232V2482021,"from:15,to:300",3772
53934V886009,"from:0,to:15",4
53934V886009,"from:15,to:300",3767
71574V249086,"from:0,to:15",1
71574V249086,"from:15,to:300",3762
51729V521136,"from:0,to:15",67
51729V521136,"from:15,to:300",3683
96209V444306,"from:0,to:15",44
96209V444306,"from:15,to:300",3703
29852V885202,"from:0,to:15",5
29852V885202,"from:15,to:300",3727
07072V930629,"from:0,to:15",0
07072V930629,"from:15,to:300",3709
48271V2370824,"from:0,to:15",0
48271V2370824,"from:15,to:300",3706
02688V704997,"from:0,to:15",5
02688V704997,"from:15,to:300",3677
35573V2037768,"from:0,to:15",0
35573V2037768,"from:15,to:300",3674
74896V384121,"from:0,to:15",6
74896V384121,"from:15,to:300",3639
10095V2785540,"from:0,to:15",8
10095V2785540,"from:15,to:300",3618
55950V72275,"from:0,to:15",191
55950V72275,"from:15,to:300",3429
50730V121765,"from:0,to:15",1
50730V121765,"from:15,to:300",3576
36202V805667,"from:0,to:15",3
36202V805667,"from:15,to:300",3553
08921V705095,"from:0,to:15",0
08921V705095,"from:15,to:300",3548
22138V319962,"from:0,to:15",0
22138V319962,"from:15,to:300",3525
00312V1125978,"from:0,to:15",39
00312V1125978,"from:15,to:300",3465
26773V21770,"from:0,to:15",4
26773V21770,"from:15,to:300",3466
89367V1060739,"from:0,to:15",9
89367V1060739,"from:15,to:300",3430
03719V885571,"from:0,to:15",100
03719V885571,"from:15,to:300",3323
55807V121796,"from:0,to:15",14
55807V121796,"from:15,to:300",3401
12374V2390267,"from:0,to:15",89
12374V2390267,"from:15,to:300",3317
19949V1811593,"from:0,to:15",0
19949V1811593,"from:15,to:300",3404
55974V2558758,"from:0,to:15",0
55974V2558758,"from:15,to:300",3382
11691V1060468,"from:0,to:15",0
11691V1060468,"from:15,to:300",3365
76361V1665570,"from:0,to:15",0
76361V1665570,"from:15,to:300",3364
01513V1665565,"from:0,to:15",21
01513V1665565,"from:15,to:300",3337
10441V704745,"from:0,to:15",4
10441V704745,"from:15,to:300",3351
59275V249569,"from:0,to:15",5
59275V249569,"from:15,to:300",3335
17956V2417517,"from:0,to:15",10
17956V2417517,"from:15,to:300",3327
16339V444237,"from:0,to:15",1
16339V444237,"from:15,to:300",3328
93984V249097,"from:0,to:15",0
93984V249097,"from:15,to:300",3311
18915V121774,"from:0,to:15",10
18915V121774,"from:15,to:300",3300
96138V1175818,"from:0,to:15",5
96138V1175818,"from:15,to:300",3299
78456V521428,"from:0,to:15",0
78456V521428,"from:15,to:300",3295
18304V22179,"from:0,to:15",2
18304V22179,"from:15,to:300",3288
01249V249099,"from:0,to:15",5
01249V249099,"from:15,to:300",3278
89029V704648,"from:0,to:15",51
89029V704648,"from:15,to:300",3223
52425V885251,"from:0,to:15",11
52425V885251,"from:15,to:300",3257
51449V885379,"from:0,to:15",10
51449V885379,"from:15,to:300",3257
74524V521428,"from:0,to:15",2
74524V521428,"from:15,to:300",3261
72672V249591,"from:0,to:15",0
72672V249591,"from:15,to:300",3237
44535V22169,"from:0,to:15",0
44535V22169,"from:15,to:300",3170
18788V1811746,"from:0,to:15",0
18788V1811746,"from:15,to:300",3139
86951V930595,"from:0,to:15",7
86951V930595,"from:15,to:300",3121
93060V319679,"from:0,to:15",2
93060V319679,"from:15,to:300",3116
67171V521237,"from:0,to:15",4
67171V521237,"from:15,to:300",3107
99657V578673,"from:0,to:15",2
99657V578673,"from:15,to:300",3095
02602V705157,"from:0,to:15",28
02602V705157,"from:15,to:300",3054
95011V1665559,"from:0,to:15",11
95011V1665559,"from:15,to:300",3070
60069V885273,"from:0,to:15",1
60069V885273,"from:15,to:300",3055
39903V22227,"from:0,to:15",9
39903V22227,"from:15,to:300",3046
89651V2370818,"from:0,to:15",0
89651V2370818,"from:15,to:300",3053
46610V578105,"from:0,to:15",2
46610V578105,"from:15,to:300",3038
80935V930639,"from:0,to:15",3
80935V930639,"from:15,to:300",3035
64971V705029,"from:0,to:15",11
64971V705029,"from:15,to:300",3015
59118V971786,"from:0,to:15",2
59118V971786,"from:15,to:300",2978
78452V805697,"from:0,to:15",5
78452V805697,"from:15,to:300",2950
38999V249046,"from:0,to:15",3
38999V249046,"from:15,to:300",2949
11908V1125977,"from:0,to:15",18
11908V1125977,"from:15,to:300",2917
98655V249011,"from:0,to:15",5
98655V249011,"from:15,to:300",2911
51694V384545,"from:0,to:15",30
51694V384545,"from:15,to:300",2850
52209V971422,"from:0,to:15",1
52209V971422,"from:15,to:300",2875
91051V705252,"from:0,to:15",1
91051V705252,"from:15,to:300",2868
85205V2486785,"from:0,to:15",0
85205V2486785,"from:15,to:300",2854
30551V930663,"from:0,to:15",14
30551V930663,"from:15,to:300",2821
87138V755378,"from:0,to:15",230
87138V755378,"from:15,to:300",2592
36944V2664207,"from:0,to:15",1
36944V2664207,"from:15,to:300",2811
26812V1126328,"from:0,to:15",19
26812V1126328,"from:15,to:300",2790
99725V971782,"from:0,to:15",1
99725V971782,"from:15,to:300",2807
42683V1060478,"from:0,to:15",4
42683V1060478,"from:15,to:300",2801
00509V885112,"from:0,to:15",14
00509V885112,"from:15,to:300",2783
86055V930630,"from:0,to:15",0
86055V930630,"from:15,to:300",2784
65823V1668921,"from:0,to:15",0
65823V1668921,"from:15,to:300",2770
12288V249204,"from:0,to:15",25
12288V249204,"from:15,to:300",2737
95741V1125961,"from:0,to:15",9
95741V1125961,"from:15,to:300",2751
89589V578667,"from:0,to:15",6
89589V578667,"from:15,to:300",2750
71411V22187,"from:0,to:15",0
71411V22187,"from:15,to:300",2750
26581V704695,"from:0,to:15",1
26581V704695,"from:15,to:300",2746
73168V705238,"from:0,to:15",3
73168V705238,"from:15,to:300",2744
39608V521433,"from:0,to:15",655
39608V521433,"from:15,to:300",2090
18321V121493,"from:0,to:15",0
18321V121493,"from:15,to:300",2713
07088V705334,"from:0,to:15",5
07088V705334,"from:15,to:300",2707
80199V121783,"from:0,to:15",2
80199V121783,"from:15,to:300",2710
12750V930437,"from:0,to:15",11
12750V930437,"from:15,to:300",2669
08346V930598,"from:0,to:15",12
08346V930598,"from:15,to:300",2657
17425V705226,"from:0,to:15",1
17425V705226,"from:15,to:300",2661
50043V885183,"from:0,to:15",44
50043V885183,"from:15,to:300",2618
49356V704942,"from:0,to:15",3
49356V704942,"from:15,to:300",2612
78019V2370741,"from:0,to:15",30
78019V2370741,"from:15,to:300",2581
00737V704646,"from:0,to:15",0
00737V704646,"from:15,to:300",2601
80069V805705,"from:0,to:15",6
80069V805705,"from:15,to:300",2593
57064V805714,"from:0,to:15",26
57064V805714,"from:15,to:300",2551
39676V885922,"from:0,to:15",8
39676V885922,"from:15,to:300",2558
21648V249012,"from:0,to:15",3
21648V249012,"from:15,to:300",2559
27544V705001,"from:0,to:15",49
27544V705001,"from:15,to:300",2491
01777V885181,"from:0,to:15",48
01777V885181,"from:15,to:300",2486
85303V886129,"from:0,to:15",23
85303V886129,"from:15,to:300",2510
86542V121467,"from:0,to:15",0
86542V121467,"from:15,to:300",2524
63025V885155,"from:0,to:15",1
63025V885155,"from:15,to:300",2462
12871V249441,"from:0,to:15",2
12871V249441,"from:15,to:300",2460
42465V1060624,"from:0,to:15",2
42465V1060624,"from:15,to:300",2460
71621V1060270,"from:0,to:15",4
71621V1060270,"from:15,to:300",2441
82388V72346,"from:0,to:15",1
82388V72346,"from:15,to:300",2428
63446V249644,"from:0,to:15",3
63446V249644,"from:15,to:300",2399
00413V804938,"from:0,to:15",12
00413V804938,"from:15,to:300",2385
52702V705056,"from:0,to:15",5
52702V705056,"from:15,to:300",2377
97498V578170,"from:0,to:15",5
97498V578170,"from:15,to:300",2358
10350V121824,"from:0,to:15",6
10350V121824,"from:15,to:300",2346
19084V704693,"from:0,to:15",1
19084V704693,"from:15,to:300",2345
27227V885156,"from:0,to:15",0
27227V885156,"from:15,to:300",2338
72758V704670,"from:0,to:15",10
72758V704670,"from:15,to:300",2314
97639V384489,"from:0,to:15",0
97639V384489,"from:15,to:300",2323
02677V885310,"from:0,to:15",1
02677V885310,"from:15,to:300",2319
01660V705101,"from:0,to:15",1
01660V705101,"from:15,to:300",2312
47447V72878,"from:0,to:15",1
47447V72878,"from:15,to:300",2305
34095V22185,"from:0,to:15",0
34095V22185,"from:15,to:300",2303
48332V1060626,"from:0,to:15",0
48332V1060626,"from:15,to:300",2289
00091V121407,"from:0,to:15",1
00091V121407,"from:15,to:300",2286
37690V521133,"from:0,to:15",3
37690V521133,"from:15,to:300",2283
72741V1811592,"from:0,to:15",0
72741V1811592,"from:15,to:300",2277
38722V2037772,"from:0,to:15",2
38722V2037772,"from:15,to:300",2268
87800V885973,"from:0,to:15",5
87800V885973,"from:15,to:300",2238
03556V2741763,"from:0,to:15",12
03556V2741763,"from:15,to:300",2224
34500V930598,"from:0,to:15",3
34500V930598,"from:15,to:300",2216
56355V2788140,"from:0,to:15",1
56355V2788140,"from:15,to:300",2200
21606V930225,"from:0,to:15",0
21606V930225,"from:15,to:300",2194
98487V2057940,"from:0,to:15",0
98487V2057940,"from:15,to:300",2179
38212V72305,"from:0,to:15",4
38212V72305,"from:15,to:300",2138
81750V1060414,"from:0,to:15",0
81750V1060414,"from:15,to:300",2134
00232V805106,"from:0,to:15",96
00232V805106,"from:15,to:300",2014
74376V2491855,"from:0,to:15",2
74376V2491855,"from:15,to:300",2096
24274V249095,"from:0,to:15",1
24274V249095,"from:15,to:300",2065
14220V578146,"from:0,to:15",0
14220V578146,"from:15,to:300",2049
99412V443782,"from:0,to:15",19
99412V443782,"from:15,to:300",2030
47985V2491853,"from:0,to:15",1
47985V2491853,"from:15,to:300",2046
76138V2038024,"from:0,to:15",2
76138V2038024,"from:15,to:300",2042
99229V521431,"from:0,to:15",15
99229V521431,"from:15,to:300",2028
11786V2441492,"from:0,to:15",7
11786V2441492,"from:15,to:300",2013
63515V1811747,"from:0,to:15",0
63515V1811747,"from:15,to:300",2017
91490V1125788,"from:0,to:15",1
91490V1125788,"from:15,to:300",2012
45313V1125788,"from:0,to:15",4
45313V1125788,"from:15,to:300",1997
48559V2741763,"from:0,to:15",0
48559V2741763,"from:15,to:300",1996
00671V121415,"from:0,to:15",25
00671V121415,"from:15,to:300",1959
02460V886024,"from:0,to:15",31
02460V886024,"from:15,to:300",1937
86729V384507,"from:0,to:15",0
86729V384507,"from:15,to:300",1958
85120V804911,"from:0,to:15",1
85120V804911,"from:15,to:300",1949
00887V320599,"from:0,to:15",0
00887V320599,"from:15,to:300",1947
70654V930322,"from:0,to:15",14
70654V930322,"from:15,to:300",1907
72531V72363,"from:0,to:15",1
72531V72363,"from:15,to:300",1917
99312V930442,"from:0,to:15",2
99312V930442,"from:15,to:300",1900
01058V384504,"from:0,to:15",21
01058V384504,"from:15,to:300",1876
20135V705347,"from:0,to:15",4
20135V705347,"from:15,to:300",1891
14360V1060146,"from:0,to:15",0
14360V1060146,"from:15,to:300",1891
82309V705237,"from:0,to:15",11
82309V705237,"from:15,to:300",1877
47765V521319,"from:0,to:15",2
47765V521319,"from:15,to:300",1884
65182V249636,"from:0,to:15",11
65182V249636,"from:15,to:300",1873
18403V1060109,"from:0,to:15",1
18403V1060109,"from:15,to:300",1878
83313V2441494,"from:0,to:15",1
83313V2441494,"from:15,to:300",1878
52721V857735,"from:0,to:15",0
52721V857735,"from:15,to:300",1875
57929V705247,"from:0,to:15",0
57929V705247,"from:15,to:300",1860
00894V319698,"from:0,to:15",1
00894V319698,"from:15,to:300",1842
20176V705149,"from:0,to:15",5
20176V705149,"from:15,to:300",1823
78080V1126298,"from:0,to:15",7
78080V1126298,"from:15,to:300",1814
86261V705105,"from:0,to:15",2
86261V705105,"from:15,to:300",1805
05746V2353431,"from:0,to:15",3
05746V2353431,"from:15,to:300",1781
16810V2195091,"from:0,to:15",0
16810V2195091,"from:15,to:300",1776
05269V384524,"from:0,to:15",1
05269V384524,"from:15,to:300",1764
54410V885971,"from:0,to:15",0
54410V885971,"from:15,to:300",1762
93647V885235,"from:0,to:15",0
93647V885235,"from:15,to:300",1650
61651V1867072,"from:0,to:15",0
61651V1867072,"from:15,to:300",1623
64341V249644,"from:0,to:15",2
64341V249644,"from:15,to:300",1599
42530V384528,"from:0,to:15",0
42530V384528,"from:15,to:300",1576
99584V384111,"from:0,to:15",9
99584V384111,"from:15,to:300",1557
58322V384177,"from:0,to:15",0
58322V384177,"from:15,to:300",1559
97218V521431,"from:0,to:15",0
97218V521431,"from:15,to:300",1556
13177V930320,"from:0,to:15",821
13177V930320,"from:15,to:300",675
10649V121767,"from:0,to:15",0
10649V121767,"from:15,to:300",1470
69140V704643,"from:0,to:15",0
69140V704643,"from:15,to:300",1466
34134V121790,"from:0,to:15",1
34134V121790,"from:15,to:300",1449
14158V705081,"from:0,to:15",0
14158V705081,"from:15,to:300",1444
61850V249405,"from:0,to:15",2
61850V249405,"from:15,to:300",1442
68077V2038039,"from:0,to:15",6
68077V2038039,"from:15,to:300",1424
02722V886026,"from:0,to:15",11
02722V886026,"from:15,to:300",1416
65593V1125854,"from:0,to:15",1
65593V1125854,"from:15,to:300",1398
68101V930654,"from:0,to:15",0
68101V930654,"from:15,to:300",1338
28744V521077,"from:0,to:15",0
28744V521077,"from:15,to:300",1310
24150V521411,"from:0,to:15",0
24150V521411,"from:15,to:300",1309
14490V930350,"from:0,to:15",1
14490V930350,"from:15,to:300",1307
12597V521106,"from:0,to:15",4
12597V521106,"from:15,to:300",1292
59550V930313,"from:0,to:15",2
59550V930313,"from:15,to:300",1269
66419V578640,"from:0,to:15",1
66419V578640,"from:15,to:300",1266
42920V578202,"from:0,to:15",0
42920V578202,"from:15,to:300",1251
11051V704737,"from:0,to:15",2
11051V704737,"from:15,to:300",1248
95305V886039,"from:0,to:15",16
95305V886039,"from:15,to:300",1233
02540V930326,"from:0,to:15",9
02540V930326,"from:15,to:300",1225
88768V705253,"from:0,to:15",0
88768V705253,"from:15,to:300",1220
41574V2303908,"from:0,to:15",0
41574V2303908,"from:15,to:300",1213
00542V930372,"from:0,to:15",45
00542V930372,"from:15,to:300",1141
00430V249404,"from:0,to:15",4
00430V249404,"from:15,to:300",1177
98315V704673,"from:0,to:15",0
98315V704673,"from:15,to:300",1177
85233V930344,"from:0,to:15",0
85233V930344,"from:15,to:300",1151
96603V885224,"from:0,to:15",5
96603V885224,"from:15,to:300",1120
09269V971425,"from:0,to:15",0
09269V971425,"from:15,to:300",1109
08083V249634,"from:0,to:15",14
08083V249634,"from:15,to:300",1085
56036V971658,"from:0,to:15",5
56036V971658,"from:15,to:300",1075
34685V1803375,"from:0,to:15",1
34685V1803375,"from:15,to:300",1071
94864V704707,"from:0,to:15",0
94864V704707,"from:15,to:300",1068
69053V1060617,"from:0,to:15",1
69053V1060617,"from:15,to:300",1052
89712V930408,"from:0,to:15",15
89712V930408,"from:15,to:300",1030
04512V930297,"from:0,to:15",9
04512V930297,"from:15,to:300",1035
53529V930655,"from:0,to:15",34
53529V930655,"from:15,to:300",1005
29430V930650,"from:0,to:15",11
29430V930650,"from:15,to:300",1027
25699V885203,"from:0,to:15",20
25699V885203,"from:15,to:300",1009
50089V578151,"from:0,to:15",1
50089V578151,"from:15,to:300",1015
22654V249543,"from:0,to:15",0
22654V249543,"from:15,to:300",1004
10493V249543,"from:0,to:15",0
10493V249543,"from:15,to:300",988
95423V930614,"from:0,to:15",19
95423V930614,"from:15,to:300",962
51143V319682,"from:0,to:15",0
51143V319682,"from:15,to:300",962
96529V885935,"from:0,to:15",5
96529V885935,"from:15,to:300",948
49965V384062,"from:0,to:15",6
49965V384062,"from:15,to:300",911
10853V1822314,"from:0,to:15",83
10853V1822314,"from:15,to:300",799
41129V885351,"from:0,to:15",6
41129V885351,"from:15,to:300",867
94299V704696,"from:0,to:15",4
94299V704696,"from:15,to:300",856
05732V971567,"from:0,to:15",0
05732V971567,"from:15,to:300",846
75323V705231,"from:0,to:15",0
75323V705231,"from:15,to:300",807
04939V804763,"from:0,to:15",2
04939V804763,"from:15,to:300",797
64373V249566,"from:0,to:15",20
64373V249566,"from:15,to:300",778
77674V930637,"from:0,to:15",15
77674V930637,"from:15,to:300",773
70314V704662,"from:0,to:15",1
70314V704662,"from:15,to:300",781
99246V443317,"from:0,to:15",3
99246V443317,"from:15,to:300",775
85357V1060740,"from:0,to:15",3
85357V1060740,"from:15,to:300",761
49530V804761,"from:0,to:15",0
49530V804761,"from:15,to:300",760
44223V705233,"from:0,to:15",3
44223V705233,"from:15,to:300",755
29627V704654,"from:0,to:15",2
29627V704654,"from:15,to:300",751
20808V2037771,"from:0,to:15",1
20808V2037771,"from:15,to:300",728
00913V930520,"from:0,to:15",37
00913V930520,"from:15,to:300",689
49453V930259,"from:0,to:15",4
49453V930259,"from:15,to:300",716
77275V885276,"from:0,to:15",2
77275V885276,"from:15,to:300",712
78755V249572,"from:0,to:15",3
78755V249572,"from:15,to:300",705
88700V521139,"from:0,to:15",1
88700V521139,"from:15,to:300",702
00369V1125990,"from:0,to:15",44
00369V1125990,"from:15,to:300",644
77520V578218,"from:0,to:15",21
77520V578218,"from:15,to:300",655
00333V249043,"from:0,to:15",70
00333V249043,"from:15,to:300",598
00268V521197,"from:0,to:15",11
00268V521197,"from:15,to:300",655
73311V930605,"from:0,to:15",13
73311V930605,"from:15,to:300",651
99923V578123,"from:0,to:15",9
99923V578123,"from:15,to:300",647
95329V72309,"from:0,to:15",1
95329V72309,"from:15,to:300",650
44260V249616,"from:0,to:15",1
44260V249616,"from:15,to:300",640
99784V384091,"from:0,to:15",12
99784V384091,"from:15,to:300",593
99522V249256,"from:0,to:15",27
99522V249256,"from:15,to:300",565
04823V930651,"from:0,to:15",0
04823V930651,"from:15,to:300",584
18102V1886013,"from:0,to:15",6
18102V1886013,"from:15,to:300",576
01028V930519,"from:0,to:15",7
01028V930519,"from:15,to:300",573
02535V971411,"from:0,to:15",0
02535V971411,"from:15,to:300",578
54128V930419,"from:0,to:15",3
54128V930419,"from:15,to:300",572
56861V249640,"from:0,to:15",0
56861V249640,"from:15,to:300",524
18523V2282344,"from:0,to:15",4
18523V2282344,"from:15,to:300",504
35829V885266,"from:0,to:15",1
35829V885266,"from:15,to:300",505
57474V971423,"from:0,to:15",26
57474V971423,"from:15,to:300",471
55493V2570030,"from:0,to:15",8
55493V2570030,"from:15,to:300",488
91064V1060196,"from:0,to:15",0
91064V1060196,"from:15,to:300",472
77722V249572,"from:0,to:15",108
77722V249572,"from:15,to:300",337
92157V1220127,"from:0,to:15",0
92157V1220127,"from:15,to:300",436
56756V521160,"from:0,to:15",0
56756V521160,"from:15,to:300",369
03080V1060138,"from:0,to:15",4
03080V1060138,"from:15,to:300",346
88780V2282345,"from:0,to:15",0
88780V2282345,"from:15,to:300",326
92559V248993,"from:0,to:15",5
92559V248993,"from:15,to:300",321
97351V930305,"from:0,to:15",15
97351V930305,"from:15,to:300",292
34573V930302,"from:0,to:15",156
34573V930302,"from:15,to:300",143
82976V1060642,"from:0,to:15",1
82976V1060642,"from:15,to:300",272
87864V1060686,"from:0,to:15",0
87864V1060686,"from:15,to:300",264
80949V248993,"from:0,to:15",3
80949V248993,"from:15,to:300",161
07872V2570034,"from:0,to:15",12
07872V2570034,"from:15,to:300",129
35485V384501,"from:0,to:15",13
35485V384501,"from:15,to:300",78
23071V1125776,"from:0,to:15",0
23071V1125776,"from:15,to:300",84
19588V1060150,"from:0,to:15",41
19588V1060150,"from:15,to:300",26
90465V384130,"from:0,to:15",13
90465V384130,"from:15,to:300",2
40977V625551,"from:0,to:15",0
40977V625551,"from:15,to:300",2
15882V21841,"from:0,to:15",0
15882V21841,"from:15,to:300",0
